id,x,y,deg,group
128_13,s1.7796155158669777,s0.4892834448017921,s157.82729333293355,128
128_14,s2.3186861297425194,s0.484499436958285,s157.84657755634896,128
128_15,s-3.154958290484565,s-3.819620258225604,s335.5422493637859,128
128_16,s2.466685211023059,s-4.464459156375415,s59.57406199491476,128
128_17,s-0.37927221696720437,s0.5014103800738379,s158.2871852073406,128
128_18,s-2.5376773173388893,s-0.6444323573344746,s157.96701880713226,128
128_19,s-2.6024041509197646,s-1.555298956530679,s337.9154863415325,128
128_20,s1.71073035582933,s-1.5860622308292431,s337.9741622398899,128
128_21,s2.3188366156198374,s1.646558164189849,s158.3857279522158,128
128_22,s-0.380668685243423,s1.6564965923208697,s158.2426488711045,128
128_23,s-0.44387722446166417,s-1.5710939710194816,s338.2877858727462,128
128_24,s-1.5212867315783412,s-3.8816275016211814,s337.64502207882197,128
128_25,s0.6996730487225935,s0.49820823834128297,s158.00291590444033,128
128_26,s1.712057528517838,s-0.4283379492574162,s338.0744172718215,128
128_27,s-3.0843635637740054,s0.5260509559029719,s157.59894580577475,128
128_28,s1.4654263459643104,s-4.370199217541474,s115.4757020831562,128
128_29,s-0.9190736585537153,s1.6564395780706882,s158.1598937475194,128
128_30,s-1.5230674447805976,s-1.5639859245695953,s337.9563652903548,128
128_31,s-0.9838777327751478,s-0.41244648011196516,s338.00463243958905,128
128_32,s-2.059863939562977,s-3.876231252485274,s337.6463987210393,128
128_33,s2.252172574802094,s-1.5891889085801665,s337.9095522057062,128
128_34,s2.264570631922941,s-3.924899442446129,s339.3626870695165,128
128_35,s0.6335878358076295,s0.7413824564004698,s337.8557025052246,128
128_36,s-0.9178448599655127,s0.5010762412319718,s158.17181428926392,128
128_37,s-1.9949260247927323,s-1.8039230388118808,s158.00621282351403,128
128_38,s2.254841942536285,s0.7288834528650223,s337.5982640027123,128
128_39,s-0.9831072994220496,s0.7445265262998602,s338.1601259893573,128
128_40,s0.6319334823486379,s-0.4164679768538472,s337.7163928585437,128
128_41,s2.796206632457017,s-2.7480750558882483,s337.95510197485476,128
128_42,s-0.443307467564081,s-3.8927323250947783,s337.95371329146013,128
128_43,s-2.0617573680002312,s-0.40737309928624743,s338.0742934394907,128
128_44,s1.1707372938575498,s-0.42113509151819084,s337.76786867017756,128
128_45,s1.1699583521758044,s-1.5793229793373131,s337.50326175070313,128
128_46,s-3.1053855342838377,s-4.073598018326442,s152.83259194688708,128
128_47,s-0.07783682553783448,s-4.434250894652466,s115.89316366998088,128
128_48,s-3.1517851853048713,s-2.679078343778672,s336.8185524638202,128
128_49,s-2.5180625901679323,s-4.397178127118677,s111.03079661670353,128
128_50,s-1.4557251501371586,s-1.807378540271541,s158.05890740666928,128
128_51,s-2.601926547153047,s-0.4025706163379222,s337.9519950629499,128
128_52,s-1.5226748632714286,s-2.720641438685447,s337.74962235608973,128
128_53,s-3.088778463972643,s-1.776097418430255,s156.91602163073458,128
128_54,s-0.9837961616901442,s-2.726464064833574,s337.6839131650529,128
128_55,s-1.4569587628242606,s-0.6518260523182365,s158.04269547087438,128
128_56,s-1.9966322232762606,s0.504654178191594,s158.1062538004112,128
128_57,s-1.996907958705498,s1.6579833761774905,s158.11897346188744,128
128_58,s1.2424730485687252,s-0.6685631420784063,s157.52139910932215,128
128_59,s-0.37659420060938126,s-1.814653739232095,s158.14786778281143,128
128_60,s2.2516690886938835,s-2.749572995104142,s338.19342058267443,128
128_61,s0.09452996607510784,s-2.7311614414222163,s338.08842080534964,128
128_62,s-2.5420270728219343,s1.6581014504355533,s157.85920751001925,128
128_63,s-1.4479675971869508,s-2.969074666484173,s157.56236301168803,128
128_64,s-2.061328276132176,s0.7462399127616859,s338.12260845703645,128
128_65,s1.1740011735536795,s-3.907716475351764,s338.23658165342135,128
128_66,s-0.44413845674441865,s-2.729867100196205,s338.03824922337753,128
128_67,s-0.37791942004727147,s-0.656485997641563,s158.3198668369605,128
128_68,s-1.996761695898376,s-0.6492144746343756,s158.09878913233774,128
128_69,s-0.9166456614129163,s-0.6564188740038486,s157.94149325611352,128
128_70,s-0.984256036895832,s-1.5685257805942598,s337.8129617757809,128
128_71,s1.7799826115253952,s-0.6732546554355705,s157.9914354287423,128
128_72,s1.2408294828667117,s-1.8259834188659372,s157.85009756746854,128
128_73,s1.17412573993851,s0.739050634884544,s338.35063482346504,128
128_74,s-3.148476158326698,s-0.381518643469086,s337.60476971864796,128
128_75,s2.822251065448445,s-3.9400112191898917,s340.92850368087534,128
128_76,s0.705615579382791,s-2.988512680327978,s157.70650134474874,128
128_77,s0.16247971392216592,s-1.8161226134902733,s157.94672026658225,128
128_78,s-2.6028618943094703,s0.7499575536478169,s337.86070867671435,128
128_79,s-3.0942370282840197,s-2.925973738323692,s155.7758154071155,128
128_80,s-3.0867866550227614,s-0.627197178719235,s157.19712029299035,128
128_81,s-2.5995031836051368,s-3.868638499767663,s337.41614453934335,128
128_82,s-1.5217153904785916,s0.7449326721569809,s338.24618109344556,128
128_83,s-0.8931585311220642,s-4.361984896168969,s121.9467803288419,128
128_84,s0.632727320734126,s-1.5752107954013013,s338.0076739141814,128
128_85,s-0.4440363511593313,s0.7442273413451889,s338.2252733263981,128
128_86,s0.15958477106603494,s1.6557305692340902,s158.18373608969898,128
128_87,s0.16257206250257758,s-0.6586058343584325,s157.70668957830753,128
128_88,s1.1710024194464592,s-2.73848968044565,s337.6720655927752,128
128_89,s0.09469491532250504,s0.7431109107675361,s338.1136358693301,128
128_90,s1.7810059916875285,s-1.832960022858907,s157.7850539175049,128
128_91,s2.252562449704644,s-0.43087824240470063,s338.2029478492334,128
128_92,s-1.9871637017257162,s-2.9635894263794933,s157.75856625653205,128
128_93,s-1.5258756130283404,s-4.240537179762325,s124.86245926397942,128
128_94,s-2.5276479449855773,s-2.955883188823826,s157.74227547322084,128
128_95,s-0.9832236833378002,s-3.88790509431352,s337.45149482930935,128
128_96,s-3.1453103968460927,s1.6553906060348391,s158.12287053994032,128
128_97,s-1.458190525351915,s1.6573230762151263,s158.2404140369158,128
128_98,s2.8563087831258875,s-0.6787826822536013,s158.31476378446882,128
128_99,s-0.37188557697331487,s-2.976893443415294,s157.89749311539265,128
128_100,s0.7007439353218439,s-0.6617856664542502,s158.00170903134335,128
128_101,s0.6564341517167464,s-4.2444264581592686,s132.34290925912433,128
128_102,s2.794925368705767,s-1.5942703982112376,s337.7163319244885,128
128_103,s0.6322766389710761,s-3.9016863687554046,s337.42538940856707,128
128_104,s0.7019563396996675,s1.6536126777457476,s157.89242589552623,128
128_105,s1.2396138921205901,s0.49365436400321516,s158.06305564682816,128
128_106,s2.7917973926995585,s-0.43442070908243896,s337.9198693838499,128
128_107,s-3.148292687313087,s0.7695730973475795,s338.1001162011132,128
128_108,s2.3194505528197813,s-0.6768394125457343,s157.65720961380975,128
128_109,s2.8522322284385906,s1.6570372698267752,s160.26738688018872,128
128_110,s2.3188193178609615,s-1.8356201844354485,s158.04103018793694,128
128_111,s-2.061786350618607,s-1.5611204740169287,s338.06403251150846,128
128_112,s2.8579619259922406,s-3.0003534359328095,s158.41316984838238,128
128_113,s1.2435146144467761,s-2.992068292818052,s157.9264482813578,128
128_114,s1.2395957081810502,s1.6530849062463833,s158.35508079841122,128
128_115,s2.319639083195049,s-3.002053835014851,s158.34375185831254,128
128_116,s-3.1497958713175858,s-1.5320533326882957,s337.2720345885932,128
128_117,s0.6324871981014655,s-2.7334839944449865,s337.8103760313271,128
128_118,s-2.061383777521364,s-2.7157229154651965,s337.95951866737414,128
128_119,s-1.4567018119130715,s0.5025685246236361,s158.00145594950436,128
128_120,s0.0946808883393809,s-3.896007292988288,s337.7497512537699,128
128_121,s2.8580182765004,s-1.838336752931628,s157.84636483536963,128
128_122,s0.09359269161582828,s-1.5721279596952695,s337.8950868165075,128
128_123,s0.16806749203835522,s-2.9823394249074,s157.36469954855067,128
128_124,s-1.5228369658037584,s-0.4095480399679805,s338.05540312376297,128
128_125,s-0.9145839562569973,s-1.8132524894004163,s157.95134452154207,128
128_126,s0.7021514880628216,s-1.8208143946546653,s157.7140545303206,128
128_127,s0.16005063827077076,s0.5007570314743248,s158.10166244437846,128
129_0,s5.944261846642602,s3.195637881978317,s158.1863860039192,129
129_1,s2.1724334307099156,s4.379577893714688,s157.4554051206958,129
129_2,s1.6281804155051087,s4.389575563570849,s158.21934895761024,129
129_3,s2.1009289768208825,s3.4630832718254103,s337.9398779512701,129
129_4,s4.863356381132519,s5.531001269693942,s158.0948734643058,129
129_5,s1.5587971589611975,s3.471674690704702,s337.5875600716199,129
129_6,s2.160411132276409,s6.703214994555538,s158.20085849683255,129
129_7,s5.407660070458208,s4.359783970690552,s157.81009169016534,129
129_8,s0.5292218055882898,s3.2437287033156017,s155.01808795607633,129
129_9,s0.5134000081508787,s2.1029041199213956,s153.3804157562572,129
129_10,s4.796896622441179,s3.450096237529653,s337.5554607372567,129
129_11,s4.256282919086024,s4.615091570652989,s338.34186039295525,129
129_12,s4.813590381383948,s1.086702294945379,s339.4665615789336,129
129_13,s4.870023650292266,s2.018703764487017,s159.71756371001243,129
129_14,s2.1005830914199772,s2.2971419528240338,s337.87314481724275,129
129_15,s1.0196677388593456,s3.4789404734014897,s338.51632690733004,129
129_16,s4.800598508019245,s0.7422598738819667,s124.84271088058892,129
129_17,s1.7464149871067896,s0.6672886209593889,s119.29175303890918,129
129_18,s5.922463420372255,s1.0843889492386791,s342.45458615341465,129
129_19,s2.640026367894937,s3.459306589765409,s337.52686732420034,129
129_20,s3.713784569697316,s5.7900338581596795,s338.2827867905753,129
129_21,s2.097528025760106,s4.627663626870868,s337.6948574146662,129
129_22,s3.7988494827020336,s2.028682090022923,s157.6553077658382,129
129_23,s4.317797103404508,s6.703258322052691,s157.9804706461532,129
129_24,s3.7180041443424723,s4.612890806576042,s338.5447328288258,129
129_25,s6.418414725870638,s4.599022418931707,s338.5920836241785,129
129_26,s3.722282591809208,s3.4513611537543802,s338.63709430532595,129
129_27,s4.26017799345451,s3.452911154542698,s338.241501584052,129
129_28,s6.419474986919761,s5.771864226850838,s337.3844312397605,129
129_29,s3.181870375792502,s2.289606600546588,s338.11491869749966,129
129_30,s3.2491106326566204,s4.3665160526450535,s158.29028063816827,129
129_31,s3.719978482394016,s2.287724661171054,s337.88835154741537,129
129_32,s2.1031674960750415,s1.111509162263075,s336.49951841284303,129
129_33,s3.7247708837397586,s1.0984130460908903,s338.4414112202513,129
129_34,s3.7845682632911406,s5.529192178683709,s158.55324538598643,129
129_35,s6.4882591965160765,s2.028562315136132,s158.73331985718812,129
129_36,s1.0627692771826363,s0.7924174380778121,s132.0623123361388,129
129_37,s2.7192729207417137,s2.040152919009002,s158.53071551390212,129
129_38,s2.705697832810339,s5.538425997677738,s158.1391667482926,129
129_39,s3.181490369503915,s3.4511420678368996,s337.94844758976535,129
129_40,s1.6212112751056613,s6.704378986506921,s158.07043959190526,129
129_41,s4.255194678372812,s5.786512485701433,s338.41976565333925,129
129_42,s3.2618086494331817,s2.0361533909619793,s157.13545703966145,129
129_43,s3.410602286165248,s0.6563921092641319,s91.95545905462296,129
129_44,s1.5602337750841657,s1.1378593324132926,s335.8054008910176,129
129_45,s2.7121045615776587,s4.36964231311558,s157.52779731955388,129
129_46,s5.334464819685391,s4.6128897154328765,s337.66254446937137,129
129_47,s1.0219320465541968,s2.313272468307046,s338.6740808027205,129
129_48,s2.179442285115387,s2.0382920946104903,s158.68598179893593,129
129_49,s6.145705071125865,s0.5612793315881849,s57.56316397482777,129
129_50,s5.352473385572145,s1.0888910279424262,s338.59378909720306,129
129_51,s4.799094851529607,s5.783408530615704,s339.0644983302208,129
129_52,s2.096687656346273,s5.790619058300249,s338.24252112154454,129
129_53,s1.0153001135383253,s4.646755232751446,s337.9223043841107,129
129_54,s2.171290532555753,s3.2134968190512825,s158.20936028245262,129
129_55,s5.949881781450778,s2.023734457505811,s158.69006768987515,129
129_56,s6.418750115594207,s2.277859073364743,s338.24998923830117,129
129_57,s4.259092014175506,s2.2840135402857156,s337.94283767631237,129
129_58,s1.647240710887465,s2.046758703736513,s155.96728639900698,129
129_59,s5.413893780956034,s2.0232721765774038,s157.77651504953565,129
129_60,s2.7105360100278015,s3.212343708546845,s157.9784975121828,129
129_61,s6.484378017746194,s3.1925127849807455,s157.83344067589758,129
129_62,s4.797250858305191,s2.2801879410602,s337.727553785072,129
129_63,s0.4582925920122252,s1.2257605608234197,s332.97583807032254,129
129_64,s0.4728965267255072,s5.806679887764962,s338.0633045689667,129
129_65,s4.866559112517705,s3.1999383642034855,s158.16681824201714,129
129_66,s2.532926356078971,s0.7181361463226694,s124.88119605957604,129
129_67,s1.5576472469518927,s4.635283842465428,s337.8595289794621,129
129_68,s3.2469853959894754,s5.531827827017907,s157.8092724809933,129
129_69,s2.6382552827109755,s4.620491791989018,s337.92219038531516,129
129_70,s6.451827226460173,s1.062162637540693,s334.0662597620891,129
129_71,s4.856028461977791,s6.7016338036187335,s158.24477363191477,129
129_72,s4.328299806967361,s4.368631991717098,s157.919706467967,129
129_73,s2.700347206917707,s6.702021943880945,s158.09814405709665,129
129_74,s5.338193629322519,s2.2770283038028514,s338.3205836568085,129
129_75,s4.329482858961536,s3.2026258027491092,s157.63976802488355,129
129_76,s3.182272674579018,s1.1034302665157045,s337.05504058425754,129
129_77,s4.03452996015385,s0.7467592516682227,s127.71454911337764,129
129_78,s3.787029261710436,s4.368406662558696,s158.65014747408395,129
129_79,s4.264430302607223,s1.0968198416930328,s337.2536579474105,129
129_80,s5.395587543055383,s6.700039558404035,s158.16054705503768,129
129_81,s6.421247758458603,s3.4402211135101535,s337.66395429917554,129
129_82,s0.5149962397251311,s6.709730738690217,s158.01047404142219,129
129_83,s1.0309076822776213,s1.1446774108530273,s339.0135984610861,129
129_84,s3.250345046966154,s3.2073456898871795,s158.02207092090566,129
129_85,s0.4770419499277974,s4.6483847604453095,s338.50319502970524,129
129_86,s1.6352696657982917,s3.2204566813257185,s157.03357680945328,129
129_87,s6.486555125796677,s4.350368865779704,s157.592771070754,129
129_88,s1.0838172122883971,s4.397737895163951,s158.6129124485749,129
129_89,s5.404668176601059,s5.526307435105916,s157.63297710063625,129
129_90,s0.5027961569348967,s0.9775674603556335,s153.62931433005372,129
129_91,s4.323894393153442,s5.5310208052408445,s158.3721483602576,129
129_92,s1.0788211099419325,s5.558530304755475,s158.05356170944196,129
129_93,s6.483650126102056,s5.519093776578,s158.94306803758172,129
129_94,s5.932471412135961,s6.7024230457249026,s159.22472273184576,129
129_95,s4.867921823186355,s4.365182668303887,s157.78456050654893,129
129_96,s3.176453268082449,s4.615134698211587,s337.461319050414,129
129_97,s0.4721530356533099,s3.494402910644242,s337.20210804786643,129
129_98,s5.406049228538567,s3.1982716294150517,s157.87580700079639,129
129_99,s5.874783084747852,s4.606248771945698,s337.8404101020228,129
129_100,s5.336569672797747,s3.44470481600083,s337.6546904514878,129
129_101,s3.1761666409657767,s5.787167967107955,s338.7539496188691,129
129_102,s1.0145588392492109,s5.800773236158762,s337.906171746214,129
129_103,s1.0951308799094224,s2.0671084054542694,s159.13107231848244,129
129_104,s0.4638864876589119,s2.3539949403230547,s335.02231191743635,129
129_105,s1.555088310643832,s2.307967954738434,s336.5949799118073,129
129_106,s5.335255116133053,s5.785973321701083,s337.9468585200153,129
129_107,s5.946800204779548,s4.355792441102619,s157.84903835747537,129
129_108,s0.5419991237427187,s4.402319714430533,s157.22773292006593,129
129_109,s0.5377176200784476,s5.56369155072614,s157.80511237236988,129
129_110,s2.6340773648502114,s5.7886971682234964,s337.76922018470555,129
129_111,s3.7794015651358777,s6.706235484547052,s157.86792664743086,129
129_112,s1.0866223525367846,s3.2337653027501543,s159.03130201013005,129
129_113,s4.795624316438063,s4.61575875729079,s338.2209752309161,129
129_114,s5.941690672832708,s5.523744626211199,s158.423635665686,129
129_115,s3.236279088081929,s6.705914845629623,s159.10120346333542,129
129_116,s5.87761243431395,s3.4409442613862975,s338.15149810822595,129
129_117,s5.8805024452497365,s2.275368091926972,s338.8387921862932,129
129_118,s2.1664402179755418,s5.541778854827251,s158.02354876986647,129
129_119,s2.6420530553873047,s2.2937182709968695,s338.3780883794336,129
129_120,s2.6483487875103267,s1.105730302347863,s338.77516294537827,129
129_121,s1.0790597509423856,s6.710839987516442,s157.90060661884888,129
129_122,s5.555917005827095,s0.5946746210458015,s114.72398237652271,129
129_123,s6.484552942681487,s6.683607786802253,s157.4869169361191,129
129_124,s1.62322462962625,s5.5472055570158485,s158.00913536029418,129
129_125,s4.340212131422475,s2.018484462947245,s156.63731997976902,129
129_126,s5.879934819520455,s5.781301065534738,s338.8394454932884,129
129_127,s1.5566665736156087,s5.792579746741715,s338.1086334094406,129
129_128,s3.7889434142733913,s3.205751174189996,s158.10111693792157,129
130_0,s1.959857842330338,s3.1255139007374315,s248.44177226088095,130
130_1,s5.180085585591603,s6.340236343085375,s66.9292221574118,130
130_2,s2.8634243249411706,s1.4334384415031776,s67.87273548028344,130
130_3,s2.8655955261776103,s4.694489969130657,s68.60802757346966,130
130_4,s0.808622959979833,s6.386776429497533,s248.4794164047123,130
130_5,s5.174215887771587,s5.792381814637675,s68.1320775655256,130
130_6,s1.7262288719329624,s6.32696230940486,s67.4746711914297,130
130_7,s0.5583982478035187,s5.222408864336068,s66.69365185514687,130
130_8,s5.175455990053703,s3.0884752645532694,s68.51655288312156,130
130_9,s0.20355245196307126,s0.9264234756324838,s25.31133243543445,130
130_10,s0.5663001002435888,s3.049049549901885,s68.18620698298207,130
130_11,s0.8030542685133996,s5.826260049077731,s249.4082624587113,130
130_12,s5.17412753696094,s4.170800899510069,s68.42111527757231,130
130_13,s2.8708425406349822,s2.5272720490708114,s68.51364230410849,130
130_14,s1.7074548472214306,s4.684542960406652,s68.71778408235326,130
130_15,s0.7773721236896892,s0.34585305372722874,s246.3477081063062,130
130_16,s4.252581938428081,s0.38931735166697035,s245.92255178343567,130
130_17,s1.6903134254675265,s0.879401729898183,s67.43965570404401,130
130_18,s5.176353623516022,s2.544512324085518,s68.16598386918895,130
130_19,s0.8029447572866407,s1.4954389292771086,s247.30184251418996,130
130_20,s4.263347502864922,s3.6873350810415233,s248.36258572500537,130
130_21,s3.1076960691778552,s4.7614411834032575,s248.42284813462174,130
130_22,s4.274737420206631,s6.403815008000132,s247.21400749969723,130
130_23,s3.112369706671248,s2.0486695040560576,s248.32356443501328,130
130_24,s1.9611151862676774,s2.037666444866607,s248.35919037986946,130
130_25,s6.326520999496587,s4.717829151949477,s68.34660740213639,130
130_26,s2.83772535012982,s0.3368718990024914,s68.32885123041615,130
130_27,s0.8049666687051279,s5.284907297939292,s248.0220386692297,130
130_28,s1.9363105719699765,s0.9447682979927648,s247.74038507301373,130
130_29,s3.1130075504958183,s5.8488857840303625,s247.8824346484505,130
130_30,s6.325971218911003,s2.554019507263063,s68.1531377964696,130
130_31,s0.7888238646538328,s4.743297701407941,s247.37032943564486,130
130_32,s0.5570114894122369,s1.4355729850114236,s66.40865007844349,130
130_33,s1.7095722787796752,s4.1419341741919355,s69.31191092771337,130
130_34,s2.88195792977507,s6.338469484393548,s67.18035361221126,130
130_35,s4.25788787957376,s1.5089808176794135,s248.18255284430813,130
130_36,s5.415723644502255,s2.0661267278500226,s247.96848475213437,130
130_37,s5.4290003301483605,s6.402367151040891,s248.26618367663218,130
130_38,s1.959632464881426,s3.6688552346585985,s248.41114906978282,130
130_39,s4.030820528985716,s6.343283907944966,s67.18668208941483,130
130_40,s4.262681277977969,s4.229022081921407,s248.42464246350016,130
130_41,s5.416204958306592,s3.6946990625478513,s248.19089933983014,130
130_42,s4.254222175389851,s0.9648075326102056,s247.845873806079,130
130_43,s6.326524987658329,s4.177924306261335,s68.33549513685887,130
130_44,s0.8017013174414264,s3.6520535246019556,s249.2510581941375,130
130_45,s1.9205414740994187,s0.4027675225632129,s247.32650790780883,130
130_46,s5.174305896340461,s3.629209256279619,s68.35795925421155,130
130_47,s3.1120902132774915,s2.593571644634661,s248.47854018387386,130
130_48,s6.3264507896504,s3.6350502019829882,s68.1873117028635,130
130_49,s5.173468774920737,s2.0014992805042255,s68.18616005315357,130
130_50,s4.018820550503585,s5.243919089948352,s68.3435606990987,130
130_51,s3.1116315654681634,s3.1359520926183038,s248.41475060480832,130
130_52,s1.9620891613984737,s5.848297448878571,s247.783668388485,130
130_53,s2.8710153741111024,s5.785291090253895,s67.8215422357602,130
130_54,s3.0959191522296945,s0.9545620773341102,s248.48123291041054,130
130_55,s5.172197594710641,s5.251736142278942,s68.42808201804041,130
130_56,s1.9509222772522787,s4.75356971869126,s248.3851011152267,130
130_57,s2.8641906837636824,s5.238120313900711,s68.09644056709516,130
130_58,s2.868182684935804,s4.153624937296604,s68.61150241172442,130
130_59,s6.321646312031078,s0.911313433075033,s67.77855003032937,130
130_60,s6.3243558691637975,s1.4608450671099895,s68.09948940057916,130
130_61,s0.21314304502655176,s5.73088393105366,s24.476248542661438,130
130_62,s5.41479878549767,s4.778102753113122,s248.3480204667601,130
130_63,s4.00852932503155,s0.8961056834278327,s68.43299944181916,130
130_64,s4.02174606716361,s1.9936930650277478,s68.28436305963265,130
130_65,s5.416320516899705,s5.858399141406949,s248.1997474756987,130
130_66,s4.265629857728862,s2.603867431005559,s248.2293188446531,130
130_67,s4.263151238476314,s5.854245209925002,s248.07164581993584,130
130_68,s3.1259104759413185,s6.4004167761496005,s247.50525341625075,130
130_69,s3.109743394781882,s4.220421316760665,s248.4867647071851,130
130_70,s4.020953904130191,s5.790017471915368,s67.92434560415165,130
130_71,s6.325488456517478,s2.003690830193656,s67.94845342076775,130
130_72,s1.9734091151314028,s6.39429052544272,s247.8938466133411,130
130_73,s1.9601720016575803,s2.581756262490413,s248.52212210594803,130
130_74,s1.713014798388595,s1.4259736273841928,s67.5368516212801,130
130_75,s1.6728729585470148,s0.3366257466229846,s67.72890985887818,130
130_76,s6.321474073310668,s6.390582880544854,s67.71444925588753,130
130_77,s5.17281458615559,s4.711321282438212,s68.4440946175256,130
130_78,s2.870264925460273,s3.0699782859011284,s68.44181897256044,130
130_79,s3.111361882699716,s3.678982369418934,s248.36800529805407,130
130_80,s3.9988487143812694,s0.33027651526937446,s65.41043013495994,130
130_81,s4.022053907393954,s3.6215180943028096,s68.36781179952845,130
130_82,s4.021389839848497,s4.162923795687065,s68.47543877972453,130
130_83,s0.8045323022112327,s2.03052831631812,s248.7067809111917,130
130_84,s5.415452142409496,s0.9678936735669197,s247.73863205187467,130
130_85,s4.263568927118755,s2.059559131734847,s248.22230540248552,130
130_86,s1.956525221052527,s1.4901311692369306,s247.75075164136433,130
130_87,s5.415591620994304,s4.236609014940121,s248.3355964180853,130
130_88,s2.869885353069261,s3.61315754620679,s68.41242910413791,130
130_89,s0.8070962543337487,s2.572559348108349,s248.16789390454005,130
130_90,s5.415215414726775,s1.5195450803703172,s248.09716591249003,130
130_91,s2.8489294255663777,s0.8818215821201404,s68.14738255158954,130
130_92,s4.023188124305904,s2.5371702193232952,s68.4707037494291,130
130_93,s3.1067283406816446,s1.500401005038989,s247.8539492574247,130
130_94,s6.326420477364244,s5.7994828737206765,s68.18260767907134,130
130_95,s5.417847917372388,s2.6093763878177985,s248.1543010748244,130
130_96,s4.263641511058822,s3.1453869100380554,s248.45099289485597,130
130_97,s0.5643472228852185,s2.508218410508784,s67.81103144342626,130
130_98,s5.4141580711497905,s5.318293412698151,s248.30558745482608,130
130_99,s2.8706710045995,s1.9830994144132938,s68.37588074905466,130
130_100,s5.168368724243901,s1.455629796129596,s68.23954249020534,130
130_101,s5.418184898631513,s3.154838211881367,s248.66107245289004,130
130_102,s1.7173172147207827,s3.6016972754850154,s68.87132526346488,130
130_103,s4.261117246564694,s4.769666006615695,s248.4284580246465,130
130_104,s1.7128216355498718,s5.232232212642491,s68.19298763517406,130
130_105,s5.151033619761124,s0.3323999720878595,s65.04556952342261,130
130_106,s0.2839439969249568,s1.956797854556339,s25.502061451220754,130
130_107,s6.312506975312745,s0.34480821064168093,s67.73729407866006,130
130_108,s1.9551563153116112,s4.2104976107825145,s248.6618407147929,130
130_109,s4.01447357470909,s1.4435373047863798,s67.81906696809142,130
130_110,s4.260397292669362,s5.3100863395897475,s248.42452667992575,130
130_111,s1.7181980116950624,s2.5153909305257005,s68.36293178269955,130
130_112,s5.165380123541267,s0.9010397553784543,s67.99618390247554,130
130_113,s0.5297176558868185,s6.322678709467333,s60.454967491519255,130
130_114,s5.399105660284797,s0.38754718312576886,s246.22609669799715,130
130_115,s1.719065484415904,s1.9710473076038746,s68.65660476289543,130
130_116,s3.0924886068407402,s0.4002311941606228,s246.3766469049466,130
130_117,s0.8083639060288571,s3.1147057540807714,s248.44251373671432,130
130_118,s0.7671201944547457,s0.9370797229239965,s249.1689505890272,130
130_119,s0.4808976116729727,s0.3232625906014607,s55.08886236327419,130
130_120,s0.3075448809002064,s3.6990792733120044,s30.36866010206188,130
130_121,s0.2238594344573366,s4.6741767323863455,s27.654139758313477,130
130_122,s1.7186989911672395,s3.0594714998480907,s68.44717894324776,130
130_123,s0.7868256980181966,s4.194531750542608,s249.79371861038305,130
130_124,s1.7185222986519664,s5.7834382585389745,s68.36308528829954,130
130_125,s4.022318070260962,s3.079410747686862,s68.39605866908681,130
130_126,s4.019511413341131,s4.7028362140681805,s68.41796867921755,130
130_127,s3.1068410486974036,s5.304492887135739,s248.287618668837,130
130_128,s1.954890681540082,s5.296970981984592,s248.04147650523078,130
130_129,s6.326108577154124,s5.256708534517253,s68.30393254031401,130
131_0,s0.7891525867340993,s1.5531666173610363,s247.7034588794852,131
131_1,s1.9129977454966154,s1.0062272131262189,s248.44183698111374,131
131_2,s2.815425373949405,s0.3987222132147964,s67.4363076744055,131
131_3,s5.3931399137503035,s1.5814802448968306,s248.12736444217057,131
131_4,s3.098602425611282,s5.910736009677857,s247.94288999460264,131
131_5,s1.9407605517290736,s1.55789379887828,s247.69484723950245,131
131_6,s3.1159716443683356,s6.463496812088328,s247.10364212377306,131
131_7,s6.311319903350467,s5.3183826382650805,s68.17470085707964,131
131_8,s1.9442894888998488,s2.6467238337176826,s248.41717527253468,131
131_9,s3.0955022509467462,s4.825489562882707,s248.20357643725242,131
131_10,s3.062779935715663,s0.4611242094940062,s246.50509389157844,131
131_11,s1.6968761152336493,s1.4907841010018492,s67.71659800540158,131
131_12,s5.402692986367689,s5.921064814488657,s248.19715756926973,131
131_13,s5.160923681902324,s5.855491031958495,s68.18770486091046,131
131_14,s4.247608445262748,s4.830874085089461,s248.24335611379308,131
131_15,s3.096289542409077,s3.198682919143799,s248.3529238809483,131
131_16,s4.247936352693524,s3.7480179646415133,s248.31631586231447,131
131_17,s1.7031054211440375,s2.0380685741495053,s68.37727600111873,131
131_18,s5.382048112528994,s0.4571064318960003,s245.55194922084172,131
131_19,s3.98208910407933,s0.9548340173552995,s68.27811451089451,131
131_20,s1.9431877630671286,s3.731947823908386,s248.3996796386383,131
131_21,s2.8710113833202358,s6.4008045331836145,s67.27704140917268,131
131_22,s0.7864835184276747,s3.717310032693831,s249.0532251350486,131
131_23,s6.311021457100651,s2.6142863605995257,s68.02087018906667,131
131_24,s2.8551857722237237,s2.5904816853937946,s68.4476902287671,131
131_25,s5.148268138936001,s1.516490409363422,s67.85594226829346,131
131_26,s4.006106852959191,s4.765652899897474,s68.2210085750952,131
131_27,s0.5504557147914756,s2.571837878460761,s68.30838343079614,131
131_28,s0.7895532216607537,s4.267005852227217,s247.92382727938377,131
131_29,s0.7960110271718852,s6.4460071079451335,s248.13399479396503,131
131_30,s5.1596026248248394,s5.3129724423334155,s68.23429684420262,131
131_31,s0.5421172218898007,s5.29108918505481,s66.64220320468263,131
131_32,s2.82872944802784,s0.948476933335537,s68.17874862433456,131
